offset,address,idle,live1,live2,post,stable_live,stable_nonzero,changed_from_idle,returns_to_idle
0x0974,0x0ace8974,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0978,0x0ace8978,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x097c,0x0ace897c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0980,0x0ace8980,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0984,0x0ace8984,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0988,0x0ace8988,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x098c,0x0ace898c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0990,0x0ace8990,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0994,0x0ace8994,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0998,0x0ace8998,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x099c,0x0ace899c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09a0,0x0ace89a0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09a4,0x0ace89a4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09a8,0x0ace89a8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09ac,0x0ace89ac,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09b0,0x0ace89b0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09b4,0x0ace89b4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09b8,0x0ace89b8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09bc,0x0ace89bc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09c0,0x0ace89c0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09c4,0x0ace89c4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09c8,0x0ace89c8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09cc,0x0ace89cc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09d0,0x0ace89d0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09d4,0x0ace89d4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09d8,0x0ace89d8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09dc,0x0ace89dc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09e0,0x0ace89e0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09e4,0x0ace89e4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09e8,0x0ace89e8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09ec,0x0ace89ec,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09f0,0x0ace89f0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09f4,0x0ace89f4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09f8,0x0ace89f8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x09fc,0x0ace89fc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a00,0x0ace8a00,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a04,0x0ace8a04,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a08,0x0ace8a08,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a0c,0x0ace8a0c,0x80000000,0x00000022,0x00000022,0x80000000,True,True,True,True
0x0a10,0x0ace8a10,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a14,0x0ace8a14,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a18,0x0ace8a18,0x80000000,0x0000003e,0x0000003e,0x80000000,True,True,True,True
0x0a1c,0x0ace8a1c,0x80000000,0x00000041,0x00000041,0x80000000,True,True,True,True
0x0a20,0x0ace8a20,0x80000000,0x00000041,0x00000041,0x80000000,True,True,True,True
0x0a24,0x0ace8a24,0x80000000,0x0000007f,0x0000007f,0x80000000,True,True,True,True
0x0a28,0x0ace8a28,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a2c,0x0ace8a2c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a30,0x0ace8a30,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a34,0x0ace8a34,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a38,0x0ace8a38,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a3c,0x0ace8a3c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a40,0x0ace8a40,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a44,0x0ace8a44,0x80000000,0x000000b2,0x000000b2,0x80000000,True,True,True,True
0x0a48,0x0ace8a48,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a4c,0x0ace8a4c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a50,0x0ace8a50,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a54,0x0ace8a54,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a58,0x0ace8a58,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a5c,0x0ace8a5c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a60,0x0ace8a60,0x80000000,0x000000a8,0x000000a8,0x80000000,True,True,True,True
0x0a64,0x0ace8a64,0x80000000,0x00000001,0x00000001,0x80000000,True,True,True,True
0x0a68,0x0ace8a68,0x80000000,0x000000f1,0x000000f1,0x80000000,True,True,True,True
0x0a6c,0x0ace8a6c,0x80000000,0x0000003d,0x0000003d,0x80000000,True,True,True,True
0x0a70,0x0ace8a70,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a74,0x0ace8a74,0x80000000,0x00000003,0x00000003,0x80000000,True,True,True,True
0x0a78,0x0ace8a78,0x80000000,0x00000020,0x00000020,0x80000000,True,True,True,True
0x0a7c,0x0ace8a7c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a80,0x0ace8a80,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a84,0x0ace8a84,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a88,0x0ace8a88,0x80000000,0x00000020,0x00000020,0x80000000,True,True,True,True
0x0a8c,0x0ace8a8c,0x80000000,0x00000030,0x00000030,0x80000000,True,True,True,True
0x0a90,0x0ace8a90,0x80000000,0x00000002,0x00000002,0x80000000,True,True,True,True
0x0a94,0x0ace8a94,0x80000000,0x00000009,0x00000009,0x80000000,True,True,True,True
0x0a98,0x0ace8a98,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0a9c,0x0ace8a9c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0aa0,0x0ace8aa0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0aa4,0x0ace8aa4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0aa8,0x0ace8aa8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0aac,0x0ace8aac,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ab0,0x0ace8ab0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ab4,0x0ace8ab4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ab8,0x0ace8ab8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0abc,0x0ace8abc,0x80000000,0x000000d0,0x000000d0,0x80000000,True,True,True,True
0x0ac0,0x0ace8ac0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ac4,0x0ace8ac4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ac8,0x0ace8ac8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0acc,0x0ace8acc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ad0,0x0ace8ad0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ad4,0x0ace8ad4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ad8,0x0ace8ad8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0adc,0x0ace8adc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ae0,0x0ace8ae0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ae4,0x0ace8ae4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ae8,0x0ace8ae8,0x80000000,0x0000007f,0x0000007f,0x80000000,True,True,True,True
0x0aec,0x0ace8aec,0x80000000,0x0000007f,0x0000007f,0x80000000,True,True,True,True
0x0af0,0x0ace8af0,0x80000000,0x000000ef,0x000000ef,0x80000000,True,True,True,True
0x0af4,0x0ace8af4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0af8,0x0ace8af8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0afc,0x0ace8afc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b00,0x0ace8b00,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b04,0x0ace8b04,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b08,0x0ace8b08,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b0c,0x0ace8b0c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b10,0x0ace8b10,0x80000000,0x00000035,0x00000035,0x80000000,True,True,True,True
0x0b14,0x0ace8b14,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b18,0x0ace8b18,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b1c,0x0ace8b1c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b20,0x0ace8b20,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b24,0x0ace8b24,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b28,0x0ace8b28,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b2c,0x0ace8b2c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b30,0x0ace8b30,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b34,0x0ace8b34,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b38,0x0ace8b38,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b3c,0x0ace8b3c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b40,0x0ace8b40,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b44,0x0ace8b44,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b48,0x0ace8b48,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b4c,0x0ace8b4c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b50,0x0ace8b50,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b54,0x0ace8b54,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b58,0x0ace8b58,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b5c,0x0ace8b5c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b60,0x0ace8b60,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b64,0x0ace8b64,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b68,0x0ace8b68,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b6c,0x0ace8b6c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b70,0x0ace8b70,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b74,0x0ace8b74,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b78,0x0ace8b78,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x0b7c,0x0ace8b7c,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x0b80,0x0ace8b80,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x0b84,0x0ace8b84,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b88,0x0ace8b88,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b8c,0x0ace8b8c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b90,0x0ace8b90,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b94,0x0ace8b94,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b98,0x0ace8b98,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0b9c,0x0ace8b9c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ba0,0x0ace8ba0,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x0ba4,0x0ace8ba4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ba8,0x0ace8ba8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bac,0x0ace8bac,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bb0,0x0ace8bb0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bb4,0x0ace8bb4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bb8,0x0ace8bb8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bbc,0x0ace8bbc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bc0,0x0ace8bc0,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x0bc4,0x0ace8bc4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bc8,0x0ace8bc8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bcc,0x0ace8bcc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bd0,0x0ace8bd0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bd4,0x0ace8bd4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bd8,0x0ace8bd8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bdc,0x0ace8bdc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0be0,0x0ace8be0,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x0be4,0x0ace8be4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0be8,0x0ace8be8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bec,0x0ace8bec,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bf0,0x0ace8bf0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bf4,0x0ace8bf4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bf8,0x0ace8bf8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0bfc,0x0ace8bfc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c00,0x0ace8c00,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c04,0x0ace8c04,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c08,0x0ace8c08,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c0c,0x0ace8c0c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c10,0x0ace8c10,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c14,0x0ace8c14,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c18,0x0ace8c18,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c1c,0x0ace8c1c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c20,0x0ace8c20,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c24,0x0ace8c24,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c28,0x0ace8c28,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c2c,0x0ace8c2c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c30,0x0ace8c30,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c34,0x0ace8c34,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c38,0x0ace8c38,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c3c,0x0ace8c3c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c40,0x0ace8c40,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c44,0x0ace8c44,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c48,0x0ace8c48,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c4c,0x0ace8c4c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c50,0x0ace8c50,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c54,0x0ace8c54,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c58,0x0ace8c58,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c5c,0x0ace8c5c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c60,0x0ace8c60,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c64,0x0ace8c64,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c68,0x0ace8c68,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c6c,0x0ace8c6c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c70,0x0ace8c70,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c74,0x0ace8c74,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c78,0x0ace8c78,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c7c,0x0ace8c7c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c80,0x0ace8c80,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c84,0x0ace8c84,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c88,0x0ace8c88,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c8c,0x0ace8c8c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c90,0x0ace8c90,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c94,0x0ace8c94,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c98,0x0ace8c98,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0c9c,0x0ace8c9c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ca0,0x0ace8ca0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ca4,0x0ace8ca4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ca8,0x0ace8ca8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cac,0x0ace8cac,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cb0,0x0ace8cb0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cb4,0x0ace8cb4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cb8,0x0ace8cb8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cbc,0x0ace8cbc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cc0,0x0ace8cc0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cc4,0x0ace8cc4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cc8,0x0ace8cc8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ccc,0x0ace8ccc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cd0,0x0ace8cd0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cd4,0x0ace8cd4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cd8,0x0ace8cd8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cdc,0x0ace8cdc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ce0,0x0ace8ce0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ce4,0x0ace8ce4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ce8,0x0ace8ce8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cec,0x0ace8cec,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cf0,0x0ace8cf0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cf4,0x0ace8cf4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cf8,0x0ace8cf8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0cfc,0x0ace8cfc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d00,0x0ace8d00,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d04,0x0ace8d04,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d08,0x0ace8d08,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d0c,0x0ace8d0c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d10,0x0ace8d10,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d14,0x0ace8d14,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d18,0x0ace8d18,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d1c,0x0ace8d1c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d20,0x0ace8d20,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d24,0x0ace8d24,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d28,0x0ace8d28,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d2c,0x0ace8d2c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d30,0x0ace8d30,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d34,0x0ace8d34,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d38,0x0ace8d38,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d3c,0x0ace8d3c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d40,0x0ace8d40,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d44,0x0ace8d44,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d48,0x0ace8d48,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d4c,0x0ace8d4c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d50,0x0ace8d50,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d54,0x0ace8d54,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d58,0x0ace8d58,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d5c,0x0ace8d5c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d60,0x0ace8d60,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d64,0x0ace8d64,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d68,0x0ace8d68,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d6c,0x0ace8d6c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d70,0x0ace8d70,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d74,0x0ace8d74,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d78,0x0ace8d78,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d7c,0x0ace8d7c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d80,0x0ace8d80,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d84,0x0ace8d84,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d88,0x0ace8d88,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d8c,0x0ace8d8c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d90,0x0ace8d90,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d94,0x0ace8d94,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d98,0x0ace8d98,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0d9c,0x0ace8d9c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0da0,0x0ace8da0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0da4,0x0ace8da4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0da8,0x0ace8da8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0dac,0x0ace8dac,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0db0,0x0ace8db0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0db4,0x0ace8db4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0db8,0x0ace8db8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0dbc,0x0ace8dbc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0dc0,0x0ace8dc0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0dc4,0x0ace8dc4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0dc8,0x0ace8dc8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0dcc,0x0ace8dcc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0dd0,0x0ace8dd0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0dd4,0x0ace8dd4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0dd8,0x0ace8dd8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0ddc,0x0ace8ddc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0de0,0x0ace8de0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0de4,0x0ace8de4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0de8,0x0ace8de8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0dec,0x0ace8dec,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0df0,0x0ace8df0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0df4,0x0ace8df4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0df8,0x0ace8df8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0dfc,0x0ace8dfc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0e00,0x0ace8e00,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
