offset,address,idle,live1,live2,post,stable_live,stable_nonzero,changed_from_idle,returns_to_idle
0x04b4,0x0ace84b4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04b8,0x0ace84b8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04bc,0x0ace84bc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04c0,0x0ace84c0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04c4,0x0ace84c4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04c8,0x0ace84c8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04cc,0x0ace84cc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04d0,0x0ace84d0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04d4,0x0ace84d4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04d8,0x0ace84d8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04dc,0x0ace84dc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04e0,0x0ace84e0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04e4,0x0ace84e4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04e8,0x0ace84e8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04ec,0x0ace84ec,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04f0,0x0ace84f0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04f4,0x0ace84f4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04f8,0x0ace84f8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x04fc,0x0ace84fc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0500,0x0ace8500,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0504,0x0ace8504,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0508,0x0ace8508,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x050c,0x0ace850c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0510,0x0ace8510,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0514,0x0ace8514,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0518,0x0ace8518,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x051c,0x0ace851c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0520,0x0ace8520,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0524,0x0ace8524,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0528,0x0ace8528,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x052c,0x0ace852c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0530,0x0ace8530,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0534,0x0ace8534,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0538,0x0ace8538,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x053c,0x0ace853c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0540,0x0ace8540,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0544,0x0ace8544,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0548,0x0ace8548,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x054c,0x0ace854c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0550,0x0ace8550,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0554,0x0ace8554,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0558,0x0ace8558,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x055c,0x0ace855c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0560,0x0ace8560,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0564,0x0ace8564,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0568,0x0ace8568,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x056c,0x0ace856c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0570,0x0ace8570,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0574,0x0ace8574,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0578,0x0ace8578,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x057c,0x0ace857c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0580,0x0ace8580,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0584,0x0ace8584,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0588,0x0ace8588,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x058c,0x0ace858c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0590,0x0ace8590,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0594,0x0ace8594,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0598,0x0ace8598,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x059c,0x0ace859c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05a0,0x0ace85a0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05a4,0x0ace85a4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05a8,0x0ace85a8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05ac,0x0ace85ac,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05b0,0x0ace85b0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05b4,0x0ace85b4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05b8,0x0ace85b8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05bc,0x0ace85bc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05c0,0x0ace85c0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05c4,0x0ace85c4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05c8,0x0ace85c8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05cc,0x0ace85cc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05d0,0x0ace85d0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05d4,0x0ace85d4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05d8,0x0ace85d8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05dc,0x0ace85dc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05e0,0x0ace85e0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05e4,0x0ace85e4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05e8,0x0ace85e8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05ec,0x0ace85ec,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05f0,0x0ace85f0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05f4,0x0ace85f4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05f8,0x0ace85f8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x05fc,0x0ace85fc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0600,0x0ace8600,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0604,0x0ace8604,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0608,0x0ace8608,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x060c,0x0ace860c,0x80000000,0x00000022,0x00000022,0x80000000,True,True,True,True
0x0610,0x0ace8610,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0614,0x0ace8614,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0618,0x0ace8618,0x80000000,0x0000003e,0x0000003e,0x80000000,True,True,True,True
0x061c,0x0ace861c,0x80000000,0x00000041,0x00000041,0x80000000,True,True,True,True
0x0620,0x0ace8620,0x80000000,0x00000041,0x00000041,0x80000000,True,True,True,True
0x0624,0x0ace8624,0x80000000,0x0000007f,0x0000007f,0x80000000,True,True,True,True
0x0628,0x0ace8628,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x062c,0x0ace862c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0630,0x0ace8630,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0634,0x0ace8634,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0638,0x0ace8638,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x063c,0x0ace863c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0640,0x0ace8640,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0644,0x0ace8644,0x80000000,0x000000b2,0x000000b2,0x80000000,True,True,True,True
0x0648,0x0ace8648,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x064c,0x0ace864c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0650,0x0ace8650,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0654,0x0ace8654,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0658,0x0ace8658,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x065c,0x0ace865c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0660,0x0ace8660,0x80000000,0x000000a8,0x000000a8,0x80000000,True,True,True,True
0x0664,0x0ace8664,0x80000000,0x00000001,0x00000001,0x80000000,True,True,True,True
0x0668,0x0ace8668,0x80000000,0x000000f1,0x000000f1,0x80000000,True,True,True,True
0x066c,0x0ace866c,0x80000000,0x0000003d,0x0000003d,0x80000000,True,True,True,True
0x0670,0x0ace8670,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0674,0x0ace8674,0x80000000,0x00000003,0x00000003,0x80000000,True,True,True,True
0x0678,0x0ace8678,0x80000000,0x00000020,0x00000020,0x80000000,True,True,True,True
0x067c,0x0ace867c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0680,0x0ace8680,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0684,0x0ace8684,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0688,0x0ace8688,0x80000000,0x00000020,0x00000020,0x80000000,True,True,True,True
0x068c,0x0ace868c,0x80000000,0x00000030,0x00000030,0x80000000,True,True,True,True
0x0690,0x0ace8690,0x80000000,0x00000002,0x00000002,0x80000000,True,True,True,True
0x0694,0x0ace8694,0x80000000,0x00000009,0x00000009,0x80000000,True,True,True,True
0x0698,0x0ace8698,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x069c,0x0ace869c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06a0,0x0ace86a0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06a4,0x0ace86a4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06a8,0x0ace86a8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06ac,0x0ace86ac,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06b0,0x0ace86b0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06b4,0x0ace86b4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06b8,0x0ace86b8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06bc,0x0ace86bc,0x80000000,0x000000d0,0x000000d0,0x80000000,True,True,True,True
0x06c0,0x0ace86c0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06c4,0x0ace86c4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06c8,0x0ace86c8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06cc,0x0ace86cc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06d0,0x0ace86d0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06d4,0x0ace86d4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06d8,0x0ace86d8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06dc,0x0ace86dc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06e0,0x0ace86e0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06e4,0x0ace86e4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06e8,0x0ace86e8,0x80000000,0x0000007f,0x0000007f,0x80000000,True,True,True,True
0x06ec,0x0ace86ec,0x80000000,0x0000007f,0x0000007f,0x80000000,True,True,True,True
0x06f0,0x0ace86f0,0x80000000,0x000000ef,0x000000ef,0x80000000,True,True,True,True
0x06f4,0x0ace86f4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06f8,0x0ace86f8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x06fc,0x0ace86fc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0700,0x0ace8700,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0704,0x0ace8704,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0708,0x0ace8708,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x070c,0x0ace870c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0710,0x0ace8710,0x80000000,0x00000035,0x00000035,0x80000000,True,True,True,True
0x0714,0x0ace8714,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0718,0x0ace8718,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x071c,0x0ace871c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0720,0x0ace8720,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0724,0x0ace8724,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0728,0x0ace8728,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x072c,0x0ace872c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0730,0x0ace8730,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0734,0x0ace8734,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0738,0x0ace8738,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x073c,0x0ace873c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0740,0x0ace8740,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0744,0x0ace8744,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0748,0x0ace8748,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x074c,0x0ace874c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0750,0x0ace8750,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0754,0x0ace8754,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0758,0x0ace8758,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x075c,0x0ace875c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0760,0x0ace8760,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0764,0x0ace8764,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0768,0x0ace8768,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x076c,0x0ace876c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0770,0x0ace8770,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0774,0x0ace8774,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0778,0x0ace8778,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x077c,0x0ace877c,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x0780,0x0ace8780,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x0784,0x0ace8784,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0788,0x0ace8788,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x078c,0x0ace878c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0790,0x0ace8790,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0794,0x0ace8794,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0798,0x0ace8798,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x079c,0x0ace879c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07a0,0x0ace87a0,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x07a4,0x0ace87a4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07a8,0x0ace87a8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07ac,0x0ace87ac,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07b0,0x0ace87b0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07b4,0x0ace87b4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07b8,0x0ace87b8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07bc,0x0ace87bc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07c0,0x0ace87c0,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x07c4,0x0ace87c4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07c8,0x0ace87c8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07cc,0x0ace87cc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07d0,0x0ace87d0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07d4,0x0ace87d4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07d8,0x0ace87d8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07dc,0x0ace87dc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07e0,0x0ace87e0,0x80000000,0x0000007e,0x0000007e,0x80000000,True,True,True,True
0x07e4,0x0ace87e4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07e8,0x0ace87e8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07ec,0x0ace87ec,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07f0,0x0ace87f0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07f4,0x0ace87f4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07f8,0x0ace87f8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x07fc,0x0ace87fc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0800,0x0ace8800,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0804,0x0ace8804,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0808,0x0ace8808,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x080c,0x0ace880c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0810,0x0ace8810,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0814,0x0ace8814,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0818,0x0ace8818,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x081c,0x0ace881c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0820,0x0ace8820,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0824,0x0ace8824,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0828,0x0ace8828,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x082c,0x0ace882c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0830,0x0ace8830,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0834,0x0ace8834,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0838,0x0ace8838,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x083c,0x0ace883c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0840,0x0ace8840,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0844,0x0ace8844,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0848,0x0ace8848,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x084c,0x0ace884c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0850,0x0ace8850,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0854,0x0ace8854,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0858,0x0ace8858,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x085c,0x0ace885c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0860,0x0ace8860,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0864,0x0ace8864,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0868,0x0ace8868,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x086c,0x0ace886c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0870,0x0ace8870,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0874,0x0ace8874,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0878,0x0ace8878,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x087c,0x0ace887c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0880,0x0ace8880,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0884,0x0ace8884,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0888,0x0ace8888,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x088c,0x0ace888c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0890,0x0ace8890,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0894,0x0ace8894,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0898,0x0ace8898,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x089c,0x0ace889c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08a0,0x0ace88a0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08a4,0x0ace88a4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08a8,0x0ace88a8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08ac,0x0ace88ac,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08b0,0x0ace88b0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08b4,0x0ace88b4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08b8,0x0ace88b8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08bc,0x0ace88bc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08c0,0x0ace88c0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08c4,0x0ace88c4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08c8,0x0ace88c8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08cc,0x0ace88cc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08d0,0x0ace88d0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08d4,0x0ace88d4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08d8,0x0ace88d8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08dc,0x0ace88dc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08e0,0x0ace88e0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08e4,0x0ace88e4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08e8,0x0ace88e8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08ec,0x0ace88ec,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08f0,0x0ace88f0,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08f4,0x0ace88f4,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08f8,0x0ace88f8,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x08fc,0x0ace88fc,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0900,0x0ace8900,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0904,0x0ace8904,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0908,0x0ace8908,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x090c,0x0ace890c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0910,0x0ace8910,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0914,0x0ace8914,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0918,0x0ace8918,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x091c,0x0ace891c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0920,0x0ace8920,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0924,0x0ace8924,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0928,0x0ace8928,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x092c,0x0ace892c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0930,0x0ace8930,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0934,0x0ace8934,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0938,0x0ace8938,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x093c,0x0ace893c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0940,0x0ace8940,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0944,0x0ace8944,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0948,0x0ace8948,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x094c,0x0ace894c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0950,0x0ace8950,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0954,0x0ace8954,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0958,0x0ace8958,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x095c,0x0ace895c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0960,0x0ace8960,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0964,0x0ace8964,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0968,0x0ace8968,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x096c,0x0ace896c,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
0x0970,0x0ace8970,0x80000000,0x00000000,0x00000000,0x80000000,True,False,True,True
