register_offset,absolute_address,public_name,ownership_class,basis,write_count,packet_coverage,distinct_value_count,distinct_values,within_packet_value_change,independent_windows_live_volatile,dmi_associated_control,dmi_associated_phase_variant
0x5a84,0x0ac76a84,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000002,0,0,0,0
0x5a88,0x0ac76a88,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000003,0,0,0,0
0x5a8c,0x0ac76a8c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000004,0,0,0,0
0x5a90,0x0ac76a90,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000005,0,0,0,0
0x5a94,0x0ac76a94,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000007,0,0,0,0
0x5a98,0x0ac76a98,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000008,0,0,0,0
0x5a9c,0x0ac76a9c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000000a,0,0,0,0
0x5aa0,0x0ac76aa0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000000c,0,0,0,0
0x5aa4,0x0ac76aa4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000000f,0,0,0,0
0x5aa8,0x0ac76aa8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000011,0,0,0,0
0x5aac,0x0ac76aac,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000014,0,0,0,0
0x5ab0,0x0ac76ab0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000016,0,0,0,0
0x5ab4,0x0ac76ab4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000019,0,0,0,0
0x5ab8,0x0ac76ab8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000001c,0,0,0,0
0x5abc,0x0ac76abc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000020,0,0,0,0
0x5ac0,0x0ac76ac0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000023,0,0,0,0
0x5ac4,0x0ac76ac4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000027,0,0,0,0
0x5ac8,0x0ac76ac8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000002a,0,0,0,0
0x5acc,0x0ac76acc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000002e,0,0,0,0
0x5ad0,0x0ac76ad0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000032,0,0,0,0
0x5ad4,0x0ac76ad4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000036,0,0,0,0
0x5ad8,0x0ac76ad8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000003b,0,0,0,0
0x5adc,0x0ac76adc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000003f,0,0,0,0
0x5ae0,0x0ac76ae0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000044,0,0,0,0
0x5ae4,0x0ac76ae4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000048,0,0,0,0
0x5ae8,0x0ac76ae8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000004d,0,0,0,0
0x5aec,0x0ac76aec,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000052,0,0,0,0
0x5af0,0x0ac76af0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000057,0,0,0,0
0x5af4,0x0ac76af4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000005c,0,0,0,0
0x5af8,0x0ac76af8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000062,0,0,0,0
0x5afc,0x0ac76afc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000067,0,0,0,0
0x5b00,0x0ac76b00,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000006d,0,0,0,0
0x5b04,0x0ac76b04,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000073,0,0,0,0
0x5b08,0x0ac76b08,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000078,0,0,0,0
0x5b0c,0x0ac76b0c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000007e,0,0,0,0
0x5b10,0x0ac76b10,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000085,0,0,0,0
0x5b14,0x0ac76b14,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000008b,0,0,0,0
0x5b18,0x0ac76b18,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000091,0,0,0,0
0x5b1c,0x0ac76b1c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000098,0,0,0,0
0x5b20,0x0ac76b20,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000009e,0,0,0,0
0x5b24,0x0ac76b24,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000a5,0,0,0,0
0x5b28,0x0ac76b28,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000ac,0,0,0,0
0x5b2c,0x0ac76b2c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000b3,0,0,0,0
0x5b30,0x0ac76b30,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000ba,0,0,0,0
0x5b34,0x0ac76b34,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000c1,0,0,0,0
0x5b38,0x0ac76b38,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000c9,0,0,0,0
0x5b3c,0x0ac76b3c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000d0,0,0,0,0
0x5b40,0x0ac76b40,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000d8,0,0,0,0
0x5b44,0x0ac76b44,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000e0,0,0,0,0
0x5b48,0x0ac76b48,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000e7,0,0,0,0
0x5b4c,0x0ac76b4c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000ef,0,0,0,0
0x5b50,0x0ac76b50,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000f8,0,0,0,0
0x5b54,0x0ac76b54,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000100,0,0,0,0
0x5b58,0x0ac76b58,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000108,0,0,0,0
0x5b5c,0x0ac76b5c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000111,0,0,0,0
0x5b60,0x0ac76b60,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000119,0,0,0,0
0x5b64,0x0ac76b64,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000122,0,0,0,0
0x5b68,0x0ac76b68,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000012b,0,0,0,0
0x5b6c,0x0ac76b6c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000134,0,0,0,0
0x5b70,0x0ac76b70,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000013d,0,0,0,0
0x5b74,0x0ac76b74,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000147,0,0,0,0
0x5b78,0x0ac76b78,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000150,0,0,0,0
0x5b7c,0x0ac76b7c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000015a,0,0,0,0
0x5b80,0x0ac76b80,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000164,0,0,0,0
0x5b84,0x0ac76b84,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000016e,0,0,0,0
0x5b88,0x0ac76b88,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000178,0,0,0,0
0x5b8c,0x0ac76b8c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000182,0,0,0,0
0x5b90,0x0ac76b90,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000018c,0,0,0,0
0x5b94,0x0ac76b94,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000197,0,0,0,0
0x5b98,0x0ac76b98,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000001a1,0,0,0,0
0x5b9c,0x0ac76b9c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000001ac,0,0,0,0
0x5ba0,0x0ac76ba0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000001b7,0,0,0,0
0x5ba4,0x0ac76ba4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000001c2,0,0,0,0
0x5ba8,0x0ac76ba8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000001ce,0,0,0,0
0x5bac,0x0ac76bac,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000001d9,0,0,0,0
0x5bb0,0x0ac76bb0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000001e5,0,0,0,0
0x5bb4,0x0ac76bb4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000001f0,0,0,0,0
0x5bb8,0x0ac76bb8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000001fc,0,0,0,0
0x5bbc,0x0ac76bbc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000208,0,0,0,0
0x5bc0,0x0ac76bc0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000215,0,0,0,0
0x5bc4,0x0ac76bc4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000221,0,0,0,0
0x5bc8,0x0ac76bc8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000022e,0,0,0,0
0x5bcc,0x0ac76bcc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000023b,0,0,0,0
0x5bd0,0x0ac76bd0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000248,0,0,0,0
0x5bd4,0x0ac76bd4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000255,0,0,0,0
0x5bd8,0x0ac76bd8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000262,0,0,0,0
0x5bdc,0x0ac76bdc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000270,0,0,0,0
0x5be0,0x0ac76be0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000027e,0,0,0,0
0x5be4,0x0ac76be4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000028c,0,0,0,0
0x5be8,0x0ac76be8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000029a,0,0,0,0
0x5bec,0x0ac76bec,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000002a8,0,0,0,0
0x5bf0,0x0ac76bf0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000002b7,0,0,0,0
0x5bf4,0x0ac76bf4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000002c6,0,0,0,0
0x5bf8,0x0ac76bf8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000002d5,0,0,0,0
0x5bfc,0x0ac76bfc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000002e4,0,0,0,0
0x5c00,0x0ac76c00,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000002f4,0,0,0,0
0x5c04,0x0ac76c04,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000303,0,0,0,0
0x5c08,0x0ac76c08,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000313,0,0,0,0
0x5c0c,0x0ac76c0c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000324,0,0,0,0
0x5c10,0x0ac76c10,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000334,0,0,0,0
0x5c14,0x0ac76c14,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000345,0,0,0,0
0x5c18,0x0ac76c18,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000356,0,0,0,0
0x5c1c,0x0ac76c1c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000367,0,0,0,0
0x5c20,0x0ac76c20,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000379,0,0,0,0
0x5c24,0x0ac76c24,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000038a,0,0,0,0
0x5c28,0x0ac76c28,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000039c,0,0,0,0
0x5c2c,0x0ac76c2c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000003af,0,0,0,0
0x5c30,0x0ac76c30,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000003c1,0,0,0,0
0x5c34,0x0ac76c34,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000003d4,0,0,0,0
0x5c38,0x0ac76c38,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000003e7,0,0,0,0
0x5c3c,0x0ac76c3c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000003fb,0,0,0,0
0x5c40,0x0ac76c40,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000040f,0,0,0,0
0x5c44,0x0ac76c44,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000423,0,0,0,0
0x5c48,0x0ac76c48,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000437,0,0,0,0
0x5c4c,0x0ac76c4c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000044c,0,0,0,0
0x5c50,0x0ac76c50,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000461,0,0,0,0
0x5c54,0x0ac76c54,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000476,0,0,0,0
0x5c58,0x0ac76c58,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000048c,0,0,0,0
0x5c5c,0x0ac76c5c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000004a2,0,0,0,0
0x5c60,0x0ac76c60,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000004b8,0,0,0,0
0x5c64,0x0ac76c64,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000004cf,0,0,0,0
0x5c68,0x0ac76c68,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000004e7,0,0,0,0
0x5c6c,0x0ac76c6c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000004fe,0,0,0,0
0x5c70,0x0ac76c70,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000516,0,0,0,0
0x5c74,0x0ac76c74,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000052e,0,0,0,0
0x5c78,0x0ac76c78,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000547,0,0,0,0
0x5c7c,0x0ac76c7c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000560,0,0,0,0
0x5c80,0x0ac76c80,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000057a,0,0,0,0
0x5c84,0x0ac76c84,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000594,0,0,0,0
0x5c88,0x0ac76c88,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000005ae,0,0,0,0
0x5c8c,0x0ac76c8c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000005c9,0,0,0,0
0x5c90,0x0ac76c90,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000005e5,0,0,0,0
0x5c94,0x0ac76c94,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000600,0,0,0,0
0x5c98,0x0ac76c98,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000061d,0,0,0,0
0x5c9c,0x0ac76c9c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000063a,0,0,0,0
0x5ca0,0x0ac76ca0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000657,0,0,0,0
0x5ca4,0x0ac76ca4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000675,0,0,0,0
0x5ca8,0x0ac76ca8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000693,0,0,0,0
0x5cac,0x0ac76cac,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000006b2,0,0,0,0
0x5cb0,0x0ac76cb0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000006d1,0,0,0,0
0x5cb4,0x0ac76cb4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000006f1,0,0,0,0
0x5cb8,0x0ac76cb8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000712,0,0,0,0
0x5cbc,0x0ac76cbc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000733,0,0,0,0
0x5cc0,0x0ac76cc0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000754,0,0,0,0
0x5cc4,0x0ac76cc4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000777,0,0,0,0
0x5cc8,0x0ac76cc8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000079a,0,0,0,0
0x5ccc,0x0ac76ccc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000007bd,0,0,0,0
0x5cd0,0x0ac76cd0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000007e1,0,0,0,0
0x5cd4,0x0ac76cd4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000806,0,0,0,0
0x5cd8,0x0ac76cd8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000082c,0,0,0,0
0x5cdc,0x0ac76cdc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000852,0,0,0,0
0x5ce0,0x0ac76ce0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000879,0,0,0,0
0x5ce4,0x0ac76ce4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000008a0,0,0,0,0
