register_offset,absolute_address,public_name,ownership_class,basis,write_count,packet_coverage,distinct_value_count,distinct_values,within_packet_value_change,independent_windows_live_volatile,dmi_associated_control,dmi_associated_phase_variant
0x9e68,0x0ac7ae68,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000002cf,0,0,0,0
0x9e6c,0x0ac7ae6c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000004ff,0,0,0,0
0x9e70,0x0ac7ae70,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9e74,0x0ac7ae74,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000007,0,0,0,0
0x9e78,0x0ac7ae78,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9e7c,0x0ac7ae7c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000007,0,0,0,0
0x9e80,0x0ac7ae80,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9e84,0x0ac7ae84,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9e88,0x0ac7ae88,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000003ff,0,0,0,0
0x9e8c,0x0ac7ae8c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000003ff,0,0,0,0
0x9e90,0x0ac7ae90,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0x9e94,0x0ac7ae94,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa058,0x0ac7b058,,dmi_associated_phase_variant_control,"exactly DMI register +0x50/+0x54, 0/1-valued per startup packet; semantics intentionally unresolved",3,"0,1,2",2,0x00000000;0x00000001,0,0,1,1
0xa05c,0x0ac7b05c,,dmi_associated_phase_variant_control,"exactly DMI register +0x50/+0x54, 0/1-valued per startup packet; semantics intentionally unresolved",3,"0,1,2",2,0x00000000;0x00000001,0,0,1,1
0xa060,0x0ac7b060,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000001,0,0,0,0
0xa064,0x0ac7b064,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa068,0x0ac7b068,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00030000,0,0,0,0
0xa06c,0x0ac7b06c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00030000,0,0,0,0
0xa070,0x0ac7b070,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00080000,0,0,0,0
0xa074,0x0ac7b074,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00080000,0,0,0,0
0xa078,0x0ac7b078,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x01680280,0,0,0,0
0xa07c,0x0ac7b07c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x05a00a00,0,0,0,0
0xa080,0x0ac7b080,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa084,0x0ac7b084,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa088,0x0ac7b088,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa08c,0x0ac7b08c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa090,0x0ac7b090,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa094,0x0ac7b094,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa098,0x0ac7b098,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa09c,0x0ac7b09c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0a0,0x0ac7b0a0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0a4,0x0ac7b0a4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0a8,0x0ac7b0a8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0ac,0x0ac7b0ac,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0b0,0x0ac7b0b0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0b4,0x0ac7b0b4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0b8,0x0ac7b0b8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0bc,0x0ac7b0bc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0c0,0x0ac7b0c0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0c4,0x0ac7b0c4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0c8,0x0ac7b0c8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0cc,0x0ac7b0cc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0d0,0x0ac7b0d0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0d4,0x0ac7b0d4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0d8,0x0ac7b0d8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa0dc,0x0ac7b0dc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa100,0x0ac7b100,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa104,0x0ac7b104,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa108,0x0ac7b108,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa10c,0x0ac7b10c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa110,0x0ac7b110,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa114,0x0ac7b114,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa118,0x0ac7b118,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa11c,0x0ac7b11c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa120,0x0ac7b120,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa124,0x0ac7b124,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa128,0x0ac7b128,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa12c,0x0ac7b12c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa130,0x0ac7b130,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa134,0x0ac7b134,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa138,0x0ac7b138,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa13c,0x0ac7b13c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa140,0x0ac7b140,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa144,0x0ac7b144,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa148,0x0ac7b148,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa14c,0x0ac7b14c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa150,0x0ac7b150,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa154,0x0ac7b154,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa158,0x0ac7b158,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa15c,0x0ac7b15c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa258,0x0ac7b258,,dmi_associated_phase_variant_control,"exactly DMI register +0x50/+0x54, 0/1-valued per startup packet; semantics intentionally unresolved",3,"0,1,2",2,0x00000000;0x00000001,0,0,1,1
0xa25c,0x0ac7b25c,,dmi_associated_phase_variant_control,"exactly DMI register +0x50/+0x54, 0/1-valued per startup packet; semantics intentionally unresolved",3,"0,1,2",2,0x00000000;0x00000001,0,0,1,1
0xa260,0x0ac7b260,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000001,0,0,0,0
0xa264,0x0ac7b264,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa268,0x0ac7b268,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00030000,0,0,0,0
0xa26c,0x0ac7b26c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00030000,0,0,0,0
0xa270,0x0ac7b270,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00080000,0,0,0,0
0xa274,0x0ac7b274,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00080000,0,0,0,0
0xa278,0x0ac7b278,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00b40140,0,0,0,0
0xa27c,0x0ac7b27c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x02d00500,0,0,0,0
0xa280,0x0ac7b280,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa284,0x0ac7b284,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa288,0x0ac7b288,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa28c,0x0ac7b28c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa290,0x0ac7b290,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa294,0x0ac7b294,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa298,0x0ac7b298,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa2c0,0x0ac7b2c0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa2c4,0x0ac7b2c4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa2c8,0x0ac7b2c8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa2cc,0x0ac7b2cc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa2d0,0x0ac7b2d0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa2d4,0x0ac7b2d4,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa2d8,0x0ac7b2d8,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa2dc,0x0ac7b2dc,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa2e0,0x0ac7b2e0,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,3,"0,1,2",1,0x00000000,0,0,0,0
0xa460,0x0ac7b460,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000e01,0,0,0,0
0xa468,0x0ac7b468,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000167,0,0,0,0
0xa46c,0x0ac7b46c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x0000027f,0,0,0,0
0xa470,0x0ac7b470,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa474,0x0ac7b474,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000006,0,0,0,0
0xa478,0x0ac7b478,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa47c,0x0ac7b47c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa480,0x0ac7b480,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa484,0x0ac7b484,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa488,0x0ac7b488,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000003ff,0,0,0,0
0xa48c,0x0ac7b48c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa490,0x0ac7b490,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa494,0x0ac7b494,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa660,0x0ac7b660,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00003e01,0,0,0,0
0xa668,0x0ac7b668,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000000b3,0,0,0,0
0xa66c,0x0ac7b66c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x0000013f,0,0,0,0
0xa670,0x0ac7b670,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa674,0x0ac7b674,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000007,0,0,0,0
0xa678,0x0ac7b678,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa67c,0x0ac7b67c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000007,0,0,0,0
0xa680,0x0ac7b680,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa684,0x0ac7b684,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa688,0x0ac7b688,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000003ff,0,0,0,0
0xa68c,0x0ac7b68c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000003ff,0,0,0,0
0xa690,0x0ac7b690,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa694,0x0ac7b694,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xa860,0x0ac7b860,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000f07,0,0,0,0
0xa868,0x0ac7b868,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x09016c7d,0,0,0,0
0xa904,0x0ac7b904,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000167,0,0,0,0
0xa908,0x0ac7b908,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000027f,0,0,0,0
0xaa60,0x0ac7ba60,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x00000f07,0,0,0,0
0xab04,0x0ac7bb04,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x000000b3,0,0,0,0
0xab08,0x0ac7bb08,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,4,"0,1,2,3",1,0x0000027f,0,0,0,0
0xac60,0x0ac7bc60,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000e01,0,0,0,0
0xac68,0x0ac7bc68,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000059,0,0,0,0
0xac6c,0x0ac7bc6c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x0000009f,0,0,0,0
0xac70,0x0ac7bc70,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xac74,0x0ac7bc74,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000006,0,0,0,0
0xac78,0x0ac7bc78,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xac7c,0x0ac7bc7c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xac80,0x0ac7bc80,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xac84,0x0ac7bc84,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xac88,0x0ac7bc88,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000003ff,0,0,0,0
0xac8c,0x0ac7bc8c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xac90,0x0ac7bc90,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xac94,0x0ac7bc94,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xae60,0x0ac7be60,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00003e01,0,0,0,0
0xae68,0x0ac7be68,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x0000002c,0,0,0,0
0xae6c,0x0ac7be6c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x0000004f,0,0,0,0
0xae70,0x0ac7be70,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xae74,0x0ac7be74,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000007,0,0,0,0
0xae78,0x0ac7be78,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xae7c,0x0ac7be7c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000007,0,0,0,0
0xae80,0x0ac7be80,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xae84,0x0ac7be84,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xae88,0x0ac7be88,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000003ff,0,0,0,0
0xae8c,0x0ac7be8c,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x000003ff,0,0,0,0
0xae90,0x0ac7be90,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xae94,0x0ac7be94,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x00000000,0,0,0,0
0xb060,0x0ac7c060,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0xffff0001,0,0,0,0
0xb064,0x0ac7c064,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x06600000,0,0,0,0
0xb068,0x0ac7c068,,unpublished_iq_static_config_candidate,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",1,0x04120a00,0,0,0,0
0xb06c,0x0ac7c06c,,unpublished_iq_phase_variant,outside public VFE680 top/bus map; semantic IQ name intentionally unresolved,2,"0,1",2,0x001f0000;0x003f0000,0,0,0,0
