stream_offset,command,register_offset,absolute_address,value,outside_linux_0x4000_mapping
0x0290,REG_CONT,0x005bb8,0x0ac76bb8,0x000001fc,1
0x0290,REG_CONT,0x005bbc,0x0ac76bbc,0x00000208,1
0x0290,REG_CONT,0x005bc0,0x0ac76bc0,0x00000215,1
0x0290,REG_CONT,0x005bc4,0x0ac76bc4,0x00000221,1
0x0290,REG_CONT,0x005bc8,0x0ac76bc8,0x0000022e,1
0x0290,REG_CONT,0x005bcc,0x0ac76bcc,0x0000023b,1
0x0290,REG_CONT,0x005bd0,0x0ac76bd0,0x00000248,1
0x0290,REG_CONT,0x005bd4,0x0ac76bd4,0x00000255,1
0x0290,REG_CONT,0x005bd8,0x0ac76bd8,0x00000262,1
0x0290,REG_CONT,0x005bdc,0x0ac76bdc,0x00000270,1
0x0290,REG_CONT,0x005be0,0x0ac76be0,0x0000027e,1
0x0290,REG_CONT,0x005be4,0x0ac76be4,0x0000028c,1
0x0290,REG_CONT,0x005be8,0x0ac76be8,0x0000029a,1
0x0290,REG_CONT,0x005bec,0x0ac76bec,0x000002a8,1
0x0290,REG_CONT,0x005bf0,0x0ac76bf0,0x000002b7,1
0x0290,REG_CONT,0x005bf4,0x0ac76bf4,0x000002c6,1
0x0290,REG_CONT,0x005bf8,0x0ac76bf8,0x000002d5,1
0x0290,REG_CONT,0x005bfc,0x0ac76bfc,0x000002e4,1
0x0290,REG_CONT,0x005c00,0x0ac76c00,0x000002f4,1
0x0290,REG_CONT,0x005c04,0x0ac76c04,0x00000303,1
0x0290,REG_CONT,0x005c08,0x0ac76c08,0x00000313,1
0x0290,REG_CONT,0x005c0c,0x0ac76c0c,0x00000324,1
0x0290,REG_CONT,0x005c10,0x0ac76c10,0x00000334,1
0x0290,REG_CONT,0x005c14,0x0ac76c14,0x00000345,1
0x0290,REG_CONT,0x005c18,0x0ac76c18,0x00000356,1
0x0290,REG_CONT,0x005c1c,0x0ac76c1c,0x00000367,1
0x0290,REG_CONT,0x005c20,0x0ac76c20,0x00000379,1
0x0290,REG_CONT,0x005c24,0x0ac76c24,0x0000038a,1
0x0290,REG_CONT,0x005c28,0x0ac76c28,0x0000039c,1
0x0290,REG_CONT,0x005c2c,0x0ac76c2c,0x000003af,1
0x0290,REG_CONT,0x005c30,0x0ac76c30,0x000003c1,1
0x0290,REG_CONT,0x005c34,0x0ac76c34,0x000003d4,1
0x0290,REG_CONT,0x005c38,0x0ac76c38,0x000003e7,1
0x0290,REG_CONT,0x005c3c,0x0ac76c3c,0x000003fb,1
0x0290,REG_CONT,0x005c40,0x0ac76c40,0x0000040f,1
0x0290,REG_CONT,0x005c44,0x0ac76c44,0x00000423,1
0x0290,REG_CONT,0x005c48,0x0ac76c48,0x00000437,1
0x0290,REG_CONT,0x005c4c,0x0ac76c4c,0x0000044c,1
0x0290,REG_CONT,0x005c50,0x0ac76c50,0x00000461,1
0x0290,REG_CONT,0x005c54,0x0ac76c54,0x00000476,1
0x0290,REG_CONT,0x005c58,0x0ac76c58,0x0000048c,1
0x0290,REG_CONT,0x005c5c,0x0ac76c5c,0x000004a2,1
0x0290,REG_CONT,0x005c60,0x0ac76c60,0x000004b8,1
0x0290,REG_CONT,0x005c64,0x0ac76c64,0x000004cf,1
0x0290,REG_CONT,0x005c68,0x0ac76c68,0x000004e7,1
0x0290,REG_CONT,0x005c6c,0x0ac76c6c,0x000004fe,1
0x0290,REG_CONT,0x005c70,0x0ac76c70,0x00000516,1
0x0290,REG_CONT,0x005c74,0x0ac76c74,0x0000052e,1
0x0290,REG_CONT,0x005c78,0x0ac76c78,0x00000547,1
0x0290,REG_CONT,0x005c7c,0x0ac76c7c,0x00000560,1
0x0290,REG_CONT,0x005c80,0x0ac76c80,0x0000057a,1
0x0290,REG_CONT,0x005c84,0x0ac76c84,0x00000594,1
0x0290,REG_CONT,0x005c88,0x0ac76c88,0x000005ae,1
0x0290,REG_CONT,0x005c8c,0x0ac76c8c,0x000005c9,1
0x0290,REG_CONT,0x005c90,0x0ac76c90,0x000005e5,1
0x0290,REG_CONT,0x005c94,0x0ac76c94,0x00000600,1
0x0290,REG_CONT,0x005c98,0x0ac76c98,0x0000061d,1
0x0290,REG_CONT,0x005c9c,0x0ac76c9c,0x0000063a,1
0x0290,REG_CONT,0x005ca0,0x0ac76ca0,0x00000657,1
0x0290,REG_CONT,0x005ca4,0x0ac76ca4,0x00000675,1
0x0290,REG_CONT,0x005ca8,0x0ac76ca8,0x00000693,1
0x0290,REG_CONT,0x005cac,0x0ac76cac,0x000006b2,1
0x0290,REG_CONT,0x005cb0,0x0ac76cb0,0x000006d1,1
0x0290,REG_CONT,0x005cb4,0x0ac76cb4,0x000006f1,1
0x0290,REG_CONT,0x005cb8,0x0ac76cb8,0x00000712,1
0x0290,REG_CONT,0x005cbc,0x0ac76cbc,0x00000733,1
0x0290,REG_CONT,0x005cc0,0x0ac76cc0,0x00000754,1
0x0290,REG_CONT,0x005cc4,0x0ac76cc4,0x00000777,1
0x0290,REG_CONT,0x005cc8,0x0ac76cc8,0x0000079a,1
0x0290,REG_CONT,0x005ccc,0x0ac76ccc,0x000007bd,1
0x0290,REG_CONT,0x005cd0,0x0ac76cd0,0x000007e1,1
0x0290,REG_CONT,0x005cd4,0x0ac76cd4,0x00000806,1
0x0290,REG_CONT,0x005cd8,0x0ac76cd8,0x0000082c,1
0x0290,REG_CONT,0x005cdc,0x0ac76cdc,0x00000852,1
0x0290,REG_CONT,0x005ce0,0x0ac76ce0,0x00000879,1
0x0290,REG_CONT,0x005ce4,0x0ac76ce4,0x000008a0,1
0x0290,REG_CONT,0x005ce8,0x0ac76ce8,0x000008c9,1
0x0290,REG_CONT,0x005cec,0x0ac76cec,0x000008f2,1
0x0290,REG_CONT,0x005cf0,0x0ac76cf0,0x0000091c,1
0x0290,REG_CONT,0x005cf4,0x0ac76cf4,0x00000946,1
0x0290,REG_CONT,0x005cf8,0x0ac76cf8,0x00000972,1
0x0290,REG_CONT,0x005cfc,0x0ac76cfc,0x0000099e,1
0x0290,REG_CONT,0x005d00,0x0ac76d00,0x000009cb,1
0x0290,REG_CONT,0x005d04,0x0ac76d04,0x000009f9,1
0x0290,REG_CONT,0x005d08,0x0ac76d08,0x00000a28,1
0x0290,REG_CONT,0x005d0c,0x0ac76d0c,0x00000a58,1
0x0290,REG_CONT,0x005d10,0x0ac76d10,0x00000a89,1
0x0290,REG_CONT,0x005d14,0x0ac76d14,0x00000aba,1
0x0290,REG_CONT,0x005d18,0x0ac76d18,0x00000aed,1
0x0290,REG_CONT,0x005d1c,0x0ac76d1c,0x00000b20,1
0x0290,REG_CONT,0x005d20,0x0ac76d20,0x00000b55,1
0x0290,REG_CONT,0x005d24,0x0ac76d24,0x00000b8b,1
0x0290,REG_CONT,0x005d28,0x0ac76d28,0x00000bc2,1
0x0290,REG_CONT,0x005d2c,0x0ac76d2c,0x00000bf9,1
0x0290,REG_CONT,0x005d30,0x0ac76d30,0x00000c32,1
0x0290,REG_CONT,0x005d34,0x0ac76d34,0x00000c6c,1
0x0290,REG_CONT,0x005d38,0x0ac76d38,0x00000ca8,1
0x0290,REG_CONT,0x005d3c,0x0ac76d3c,0x00000ce4,1
0x0290,REG_CONT,0x005d40,0x0ac76d40,0x00000d22,1
0x0290,REG_CONT,0x005d44,0x0ac76d44,0x00000d61,1
0x0290,REG_CONT,0x005d48,0x0ac76d48,0x00000da1,1
0x0290,REG_CONT,0x005d4c,0x0ac76d4c,0x00000de3,1
0x0290,REG_CONT,0x005d50,0x0ac76d50,0x00000e26,1
0x0290,REG_CONT,0x005d54,0x0ac76d54,0x00000e6a,1
0x0290,REG_CONT,0x005d58,0x0ac76d58,0x00000eb0,1
0x0290,REG_CONT,0x005d5c,0x0ac76d5c,0x00000ef7,1
0x0290,REG_CONT,0x005d60,0x0ac76d60,0x00000f40,1
0x0290,REG_CONT,0x005d64,0x0ac76d64,0x00000f8a,1
0x0290,REG_CONT,0x005d68,0x0ac76d68,0x00000fd6,1
0x0290,REG_CONT,0x005d6c,0x0ac76d6c,0x00001023,1
0x0290,REG_CONT,0x005d70,0x0ac76d70,0x00001072,1
0x0290,REG_CONT,0x005d74,0x0ac76d74,0x000010c3,1
0x0290,REG_CONT,0x005d78,0x0ac76d78,0x00001115,1
0x0290,REG_CONT,0x005d7c,0x0ac76d7c,0x0000116a,1
0x0290,REG_CONT,0x005d80,0x0ac76d80,0x000011c0,1
0x0290,REG_CONT,0x005d84,0x0ac76d84,0x00001218,1
0x0290,REG_CONT,0x005d88,0x0ac76d88,0x00001272,1
0x0290,REG_CONT,0x005d8c,0x0ac76d8c,0x000012ce,1
0x0290,REG_CONT,0x005d90,0x0ac76d90,0x0000132b,1
0x0290,REG_CONT,0x005d94,0x0ac76d94,0x0000138b,1
0x0290,REG_CONT,0x005d98,0x0ac76d98,0x000013ee,1
0x0290,REG_CONT,0x005d9c,0x0ac76d9c,0x00001452,1
0x0290,REG_CONT,0x005da0,0x0ac76da0,0x000014b8,1
0x0290,REG_CONT,0x005da4,0x0ac76da4,0x00001521,1
0x0290,REG_CONT,0x005da8,0x0ac76da8,0x0000158c,1
0x0290,REG_CONT,0x005dac,0x0ac76dac,0x000015fa,1
0x0290,REG_CONT,0x005db0,0x0ac76db0,0x0000166a,1
0x0290,REG_CONT,0x005db4,0x0ac76db4,0x000016dd,1
0x0290,REG_CONT,0x005db8,0x0ac76db8,0x00001752,1
0x0290,REG_CONT,0x005dbc,0x0ac76dbc,0x000017ca,1
0x0290,REG_CONT,0x005dc0,0x0ac76dc0,0x00001845,1
0x0290,REG_CONT,0x005dc4,0x0ac76dc4,0x000018c2,1
0x0290,REG_CONT,0x005dc8,0x0ac76dc8,0x00001943,1
0x0290,REG_CONT,0x005dcc,0x0ac76dcc,0x000019c6,1
0x0290,REG_CONT,0x005dd0,0x0ac76dd0,0x00001a4d,1
0x0290,REG_CONT,0x005dd4,0x0ac76dd4,0x00001ad7,1
0x0290,REG_CONT,0x005dd8,0x0ac76dd8,0x00001b64,1
0x0290,REG_CONT,0x005ddc,0x0ac76ddc,0x00001bf4,1
0x0290,REG_CONT,0x005de0,0x0ac76de0,0x00001c88,1
0x0290,REG_CONT,0x005de4,0x0ac76de4,0x00001d1f,1
0x0290,REG_CONT,0x005de8,0x0ac76de8,0x00001dba,1
0x0290,REG_CONT,0x005dec,0x0ac76dec,0x00001e59,1
0x0290,REG_CONT,0x005df0,0x0ac76df0,0x00001efb,1
0x0290,REG_CONT,0x005df4,0x0ac76df4,0x00001fa2,1
0x0290,REG_CONT,0x005df8,0x0ac76df8,0x0000204c,1
0x0290,REG_CONT,0x005dfc,0x0ac76dfc,0x000020fb,1
0x0290,REG_CONT,0x005e00,0x0ac76e00,0x000021ae,1
0x0290,REG_CONT,0x005e04,0x0ac76e04,0x00002265,1
0x0290,REG_CONT,0x005e08,0x0ac76e08,0x00002321,1
0x0290,REG_CONT,0x005e0c,0x0ac76e0c,0x000023e2,1
0x0290,REG_CONT,0x005e10,0x0ac76e10,0x000024a7,1
0x0290,REG_CONT,0x005e14,0x0ac76e14,0x00002572,1
0x0290,REG_CONT,0x005e18,0x0ac76e18,0x00002641,1
0x0290,REG_CONT,0x005e1c,0x0ac76e1c,0x00002716,1
0x0290,REG_CONT,0x005e20,0x0ac76e20,0x000027f0,1
0x0290,REG_CONT,0x005e24,0x0ac76e24,0x000028d0,1
0x0290,REG_CONT,0x005e28,0x0ac76e28,0x000029b5,1
0x0290,REG_CONT,0x005e2c,0x0ac76e2c,0x00002aa0,1
0x0290,REG_CONT,0x005e30,0x0ac76e30,0x00002b92,1
0x0290,REG_CONT,0x005e34,0x0ac76e34,0x00002c89,1
0x0290,REG_CONT,0x005e38,0x0ac76e38,0x00002d87,1
0x0290,REG_CONT,0x005e3c,0x0ac76e3c,0x00002e8c,1
0x0290,REG_CONT,0x005e40,0x0ac76e40,0x00002f97,1
0x0290,REG_CONT,0x005e44,0x0ac76e44,0x000030aa,1
0x0290,REG_CONT,0x005e48,0x0ac76e48,0x000031c3,1
0x0290,REG_CONT,0x005e4c,0x0ac76e4c,0x000032e4,1
0x0290,REG_CONT,0x005e50,0x0ac76e50,0x0000340d,1
0x0290,REG_CONT,0x005e54,0x0ac76e54,0x0000353e,1
0x0290,REG_CONT,0x005e58,0x0ac76e58,0x00003677,1
0x0290,REG_CONT,0x005e5c,0x0ac76e5c,0x000037b8,1
0x0290,REG_CONT,0x005e60,0x0ac76e60,0x00003902,1
0x0290,REG_CONT,0x005e64,0x0ac76e64,0x00003a55,1
0x0290,REG_CONT,0x005e68,0x0ac76e68,0x00003bb1,1
0x0290,REG_CONT,0x005e6c,0x0ac76e6c,0x00003d17,1
0x0290,REG_CONT,0x005e70,0x0ac76e70,0x00003e86,1
0x06c0,REG_CONT,0x00a058,0x0ac7b058,0x00000000,1
0x06c0,REG_CONT,0x00a05c,0x0ac7b05c,0x00000000,1
0x06c0,REG_CONT,0x00a060,0x0ac7b060,0x00000001,1
0x06c0,REG_CONT,0x00a064,0x0ac7b064,0x00000000,1
0x06c0,REG_CONT,0x00a068,0x0ac7b068,0x00030000,1
0x06c0,REG_CONT,0x00a06c,0x0ac7b06c,0x00030000,1
0x06c0,REG_CONT,0x00a070,0x0ac7b070,0x00080000,1
0x06c0,REG_CONT,0x00a074,0x0ac7b074,0x00080000,1
0x06c0,REG_CONT,0x00a078,0x0ac7b078,0x01680280,1
0x06c0,REG_CONT,0x00a07c,0x0ac7b07c,0x05a00a00,1
0x06f0,REG_CONT,0x00a080,0x0ac7b080,0x00000000,1
0x06f0,REG_CONT,0x00a084,0x0ac7b084,0x00000000,1
0x06f0,REG_CONT,0x00a088,0x0ac7b088,0x00000000,1
0x06f0,REG_CONT,0x00a08c,0x0ac7b08c,0x00000000,1
0x06f0,REG_CONT,0x00a090,0x0ac7b090,0x00000000,1
0x06f0,REG_CONT,0x00a094,0x0ac7b094,0x00000000,1
0x06f0,REG_CONT,0x00a098,0x0ac7b098,0x00000000,1
0x06f0,REG_CONT,0x00a09c,0x0ac7b09c,0x00000000,1
0x06f0,REG_CONT,0x00a0a0,0x0ac7b0a0,0x00000000,1
0x06f0,REG_CONT,0x00a0a4,0x0ac7b0a4,0x00000000,1
